,lat,lon,timestamp,amenity,name,tags
25,49.2875631,-123.129718,2019-09-18T23:00:49.000-07:00,restaurant,Cora,"{'brand:wikidata': 'Q2996960', 'addr:housenumber': '1368', 'brand:wikipedia': 'en:Cora (restaurant)', 'cuisine': 'breakfast', 'addr:street': 'Robson Street', 'brand': 'Cora', 'addr:city': 'Vancouver'}"
26,49.2623529,-123.0894813,2019-09-13T13:56:59.000-07:00,restaurant,Hail Mary's,"{'addr:housenumber': '670', 'addr:street': 'East Broadway', 'phone': '+1-604-829-7032', 'addr:postcode': 'V5T 1X6', 'addr:city': 'Vancouver'}"
27,49.1203849,-122.6632837,2019-09-13T13:56:49.000-07:00,restaurant,Umami Sushi,"{'addr:housenumber': '20202', 'addr:street': '66 Avenue', 'addr:unit': '2', 'addr:city': 'Langley'}"
28,49.2821191,-123.1336624,2020-03-14T19:34:44.000-07:00,restaurant,Ramen Koika,"{'addr:province': 'BC', 'opening_hours': 'Mo-Th 11:30-22:00; Fr 11:30-22:30; Sa 12:00-22:30; Su 12:00-22:00', 'addr:housenumber': '1231', 'addr:street': 'Davie Street', 'addr:city': 'Vancouver'}"
29,49.2764267,-122.849875,2019-08-15T22:46:05.000-07:00,restaurant,Spacca Napoli,{'cuisine': 'pizza'}
30,49.2643451,-123.1757208,2019-10-09T05:11:15.000-07:00,restaurant,Deacon's Corner,{}
31,49.2863279,-123.1256179,2019-08-28T07:25:01.000-07:00,restaurant,Kirin Mandarin Restaurant,"{'addr:housenumber': '1172', 'addr:street': 'Alberni Street', 'phone': '+1-604-682-8833'}"
32,49.285993500000004,-123.1250868,2019-09-13T13:56:59.000-07:00,restaurant,Pink Elephant Thai,"{'cuisine': 'thai', 'addr:housenumber': '1152', 'addr:street': 'Alberni Street', 'addr:city': 'Vancouver'}"
33,49.28525,-123.1254062,2016-08-09T19:10:21.000-07:00,restaurant,Fantacity Karaoke,"{'cuisine': 'asian', 'addr:housenumber': '1133', 'addr:street': 'Robson Street'}"
34,49.1795513,-123.1375541,2018-06-20T15:12:27.000-07:00,restaurant,FuKuRoKu Sushi Express,"{'alt_name': 'FuKuRoKu Express', 'website': 'http://www.eatalot.ca', 'phone': '+1-604-279-0922', 'level': '0', 'opening_hours': '08:00-23:00', 'cuisine': 'sushi', 'addr:unit': '155'}"
35,49.2643899,-123.0695091,2019-09-13T13:56:59.000-07:00,restaurant,Cabrito - Tapas Bebidas,"{'addr:housenumber': '2270', 'website': 'http://cabrito.ca', 'phone': '+1-604-620-7636', 'addr:street': 'Commercial Drive', 'addr:postcode': 'V5N 4B5', 'addr:city': 'Vancouver'}"
36,49.2848652,-123.125665,2019-10-18T16:32:50.000-07:00,restaurant,Spicy 6,"{'addr:housenumber': '1116', 'website': 'http://spicy6.com', 'phone': '+1-604-336-7999', 'opening_hours': 'Mo-Su 11:30-22:00', 'cuisine': 'indian', 'addr:street': 'Robson Street', 'fax': '+1-604-336-7997', 'addr:postcode': 'V6E 1B2', 'email': 'eat@spicy6.com', 'addr:city': 'Vancouver'}"
37,49.1842852,-123.0911234,2018-06-20T15:12:22.000-07:00,restaurant,Daddy's Delight Kabobs,"{'addr:housenumber': '4020', 'website': 'http://daddysdelightkabobs.com', 'phone': '+1-604-207-9091', 'addr:street': 'No 5 Rd #110', 'category': 'Persian Restaurant', 'addr:postcode': 'V6X 2V1', 'addr:city': 'Richmond'}"
38,49.1681085,-122.6675276,2019-12-20T09:33:37.000-08:00,restaurant,Waka Sushi,{'name:en': 'Waka Sushi'}
39,49.2500121,-123.1008107,2017-11-05T20:43:41.000-08:00,restaurant,French Table Bistro,"{'addr:housenumber': '3916', 'name:en': 'French Table Bistro', 'addr:street': 'Main Street'}"
40,49.2802067,-123.099978,2016-10-24T07:14:50.000-07:00,restaurant,Golden Garden Vietnamese Cuisine,{'name:en': 'Golden Garden Vietnamese Cuisine'}
41,49.2498744,-123.1007808,2020-02-03T00:34:17.000-08:00,restaurant,Old Bird,"{'addr:province': 'BC', 'addr:housenumber': '3950', 'addr:street': 'Main Street', 'addr:city': 'Vancouver'}"
42,49.2797553,-123.0999341,2016-10-24T07:11:31.000-07:00,restaurant,Virtuous Pie,{'name:en': 'Virtuous Pie'}
43,49.2452109,-123.101511,2017-04-01T04:50:11.000-07:00,restaurant,East is East - Main St,"{'addr:housenumber': '4433', 'name:en': 'East is East', 'addr:street': 'Main Street'}"
44,49.1697933,-123.1378771,2017-07-19T23:02:01.000-07:00,restaurant,Kirin Seafood Restaurant,"{'addr:housenumber': '7900', 'addr:street': 'Westminster Highway'}"
45,49.2890376,-123.1320221,2016-09-28T04:42:02.000-07:00,restaurant,Liuyishou Hotpot Robson,"{'addr:housenumber': '1542', 'addr:street': 'Robson Street'}"
46,49.0763979,-122.3935046,2017-02-20T16:26:09.000-08:00,restaurant,Brambles Bistro,{}
47,49.1872417,-123.131495,2019-09-13T13:56:59.000-07:00,restaurant,The Captain's Boil,"{'addr:housenumber': '1226-8338', 'website': 'https://www.thecaptainsboil.com/', 'phone': '+1-604-279-0158', 'opening_hours': 'Su-Th 23:00-12:00; Fr-Sa 23:00-13:00', 'cuisine': 'seafood', 'addr:street': 'Capstan Way', 'addr:postcode': 'V6X 4B5', 'addr:city': 'Richmond'}"
48,49.1874849,-123.1312122,2018-09-27T08:15:39.000-07:00,restaurant,Kyabia,"{'opening_hours': 'Mo-Su 05:00-13:00', 'cuisine': 'japanese', 'addr:housenumber': '#1028-8300', 'name:en': 'Kyabia'}"
49,49.2766268,-123.1001058,2018-10-26T20:30:47.000-07:00,restaurant,Pizza Farina,"{'addr:housenumber': '915', 'website': 'http://www.pizzeriafarina.com', 'phone': '+1-604-681-9334', 'opening_hours': 'Mo-Su 17:00-22:00', 'cuisine': 'pizza', 'name:en': 'Pizza Farina', 'addr:street': 'Main Street'}"
50,49.2743218,-123.1269429,2019-09-13T13:56:59.000-07:00,restaurant,Kaide Sushi Bar,"{'addr:housenumber': '1375', 'website': 'http://vancouverkaidesushi.com', 'phone': '+1-604-681-5886', 'opening_hours': 'Tu-Th 11:30-21:00; Sa 17:00-22:00; Fr 11:30-22:00', 'cuisine': 'sushi', 'name:en': 'Kaide Sushi Bar', 'addr:street': 'Richards Street', 'addr:postcode': 'V6Z 2X6', 'addr:city': 'Vancouver'}"
51,49.1968099,-123.140177,2020-01-13T01:51:46.000-08:00,restaurant,BiBo Italian Restaurant,"{'cuisine': 'italian', 'alt_name': 'BiBo Pizzeria', 'addr:unit': '67c'}"
52,49.1967246,-123.1396099,2017-04-27T06:50:34.000-07:00,restaurant,Ryuu Izakaya,"{'cuisine': 'japanese', 'alt_name': 'Ryuu Japanese Kitchen', 'addr:unit': '64a'}"
53,49.1968225,-123.1404204,2017-04-27T06:50:37.000-07:00,restaurant,Neptune Wonton Noodle,"{'cuisine': 'chinese', 'addr:unit': '67a'}"
54,49.2909348,-123.1360437,2019-09-13T13:56:59.000-07:00,restaurant,Sushiholic,"{'addr:housenumber': '836', 'addr:street': 'Denman Street', 'addr:city': 'Vancouver'}"
55,49.1794492,-123.1341606,2016-10-19T08:11:16.000-07:00,restaurant,Felicos Restaurant,"{'cuisine': 'greek', 'addr:housenumber': '8140'}"
56,49.1250427,-123.1853319,2020-01-04T06:29:22.000-08:00,restaurant,Kisamos Greek Taverna,"{'addr:housenumber': '3420', 'website': 'https://kisamostaverna.com/', 'phone': '+1-604-277-5626', 'opening_hours': 'Mo-Fr 11:30-21:00; Sa 11:00-21:30; Su 12:30-21:30', 'cuisine': 'greek', 'addr:street': 'Moncton Street', 'addr:city': 'Richmond'}"
57,49.1630451,-123.1363249,2016-10-15T06:26:12.000-07:00,restaurant,Pho Lan Beef Noodle Soup,"{'cuisine': 'vietnamese', 'addr:housenumber': '6950', 'addr:street': 'No. 3 Road'}"
58,49.2812722,-123.0472413,2018-06-20T15:12:21.000-07:00,restaurant,Le Petit Saigon,"{'addr:housenumber': '2783', 'phone': '+1-604-251-6340', 'cuisine': 'vietnamese', 'addr:street': 'East Hastings Street', 'takeaway': 'yes', 'addr:city': 'Vancouver'}"
59,49.1624624,-122.655793,2016-10-18T01:14:07.000-07:00,restaurant,Ocean Park Pizza & Steakhouse,{'name:en': 'Ocean Park Pizza & Steakhouse'}
60,49.1761814,-123.1306688,2020-02-01T22:08:40.000-08:00,restaurant,Bull King BBQ,"{'addr:province': 'BC', 'addr:housenumber': '5300', 'cuisine': 'asian', 'addr:street': 'Number 3 Road', 'addr:unit': '322', 'addr:city': 'Richmond'}"
61,49.1761102,-123.1309092,2019-09-13T13:56:59.000-07:00,restaurant,Gingeri Chinese Cuisine,"{'cuisine': 'chinese', 'addr:housenumber': '#323 5300', 'addr:street': 'Number 3 Road', 'addr:city': 'Richmond'}"
62,49.175972,-123.1306582,2019-10-09T05:49:19.000-07:00,restaurant,Happy Lamb Hot Pot,{}
63,49.1764107,-123.1323338,2016-10-18T05:53:04.000-07:00,restaurant,Toku Japanese Restaurant,{'cuisine': 'japanese'}
64,49.2457903,-122.8916363,2018-05-05T21:21:46.000-07:00,restaurant,Pho 99,{'cuisine': 'vietnamese'}
65,49.2457299,-122.891401,2018-05-05T21:21:46.000-07:00,restaurant,Insadong,{'cuisine': 'korean'}
66,49.2462257,-122.8918439,2019-09-13T13:57:04.000-07:00,restaurant,Best Sushi N Kitchen,"{'addr:housenumber': '403', 'cuisine': 'japanese;korean;sushi', 'addr:street': 'North Road', 'addr:postcode': 'V3K 3V9', 'addr:unit': '205', 'addr:city': 'Coquitlam'}"
67,49.2451974,-122.8921762,2019-09-13T13:57:04.000-07:00,restaurant,WINGS Tap and Grill,"{'cuisine': 'pub', 'addr:housenumber': '345', 'addr:street': 'North Road', 'addr:postcode': 'V3K 3V8', 'addr:city': 'Coquitlam'}"
68,49.2687365,-123.0457293,2020-03-25T19:22:32.000-07:00,restaurant,Fuku Ramen,"{'opening_hours': 'Tu-Sa 11:30-21:00; Su 12:00-21:00', 'phone': '+16016200200', 'level': '0'}"
69,49.2827166,-123.1048014,2019-09-18T23:00:49.000-07:00,restaurant,Tacofino,"{'addr:housenumber': '15', 'payment:credit_cards': 'yes', 'smoking': 'no', 'cuisine': 'taco;mexican', 'outdoor_seating': 'yes', 'addr:street': 'West Cordova Street', 'payment:debit_cards': 'yes', 'takeaway': 'yes', 'addr:city': 'Vancouver'}"
70,49.2813057,-123.1079703,2018-10-26T20:30:46.000-07:00,restaurant,Mirai Sushi,"{'addr:housenumber': '117', 'internet_access': 'wlan', 'phone': '+1-778-379-2588', 'opening_hours': 'Mo-Fr 11:30-00:00; Sa 12:00-00:00', 'cuisine': 'japanese;sushi', 'outdoor_seating': 'no', 'addr:street': 'West Pender Street', 'addr:postcode': 'V6B 1S5', 'takeaway': 'yes', 'email': 'miraisushi117@gmail.com'}"
71,49.1960486,-123.177943,2018-10-26T20:30:46.000-07:00,restaurant,Hanami,"{'cuisine': 'japanese;sushi', 'phone': '+1-604-821-9932', 'addr:postcode': 'V7B 1Y7'}"
72,49.1653656,-122.6614878,2019-06-07T13:28:04.000-07:00,restaurant,Round Table Pizza,"{'brand:wikidata': 'Q7371139', 'cuisine': 'pizza', 'name:en': 'Round Table Pizza', 'brand': 'Round Table Pizza', 'brand:wikipedia': 'en:Round Table Pizza'}"
73,49.1674933,-122.6674453,2019-06-07T13:28:04.000-07:00,restaurant,Boston Pizza,"{'brand:wikidata': 'Q894578', 'addr:housenumber': '20090', 'brand:wikipedia': 'en:Boston Pizza', 'cuisine': 'pizza', 'name:en': 'Boston Pizza', 'addr:street': '91A Avenue', 'brand': 'Boston Pizza'}"
74,49.1660159,-122.6635496,2019-03-08T20:32:22.000-08:00,restaurant,Pizza Hut,"{'brand:wikidata': 'Q191615', 'addr:housenumber': '20159', 'brand:wikipedia': 'en:Pizza Hut', 'cuisine': 'pizza', 'name:en': 'Pizza Hut', 'addr:street': '88 Avenue', 'brand': 'Pizza Hut'}"
75,49.1672102,-122.6661043,2019-08-24T15:24:21.000-07:00,restaurant,Montana's,"{'brand:wikidata': 'Q17022490', 'official_name': ""Montana's BBQ & Bar"", 'addr:housenumber': '20090', 'brand:wikipedia': ""en:Montana's BBQ & Bar"", 'cuisine': 'barbecue', 'name:en': ""Montana's"", 'addr:street': '91A Avenue', 'brand': ""Montana's""}"
76,49.168251,-122.6675528,2019-12-20T09:33:37.000-08:00,restaurant,The Barley Merchant,"{'addr:province': 'BC', 'website': 'www.thebarleymerchant.com', 'microbrewery': 'yes', 'air_conditioning': 'yes', 'cuisine': 'burger;sandwich;pizza;regional', 'addr:postcode': 'V1M3Y9', 'takeaway': 'yes', 'addr:unit': '101', 'addr:city': 'Langley', 'addr:housenumber': '20090', 'bar': 'yes', 'brewery': 'yes', 'name:en': 'The Barley Merchant', 'outdoor_seating': 'yes', 'addr:street': '91A Avenue'}"
77,49.2640395,-123.1801008,2019-10-28T15:41:35.000-07:00,restaurant,Green Leaf Sushi,"{'addr:housenumber': '3416', 'website': 'https://www.facebook.com/GreenLeafSushi/?ref=page_internal', 'phone': '+1-604-568-9406', 'addr:street': 'West Broadway', 'addr:postcode': 'V6R 2B3', 'addr:city': 'Vancouver'}"
78,49.2762369,-122.8445501,2019-09-02T22:08:26.000-07:00,restaurant,Namoo Sushi,"{'addr:housenumber': '3003', 'website': 'http://www.namoosushi.com', 'phone': '+1-604-949-1017', 'opening_hours': 'Mo-Th 11:30-15:00,16:30-20:30; Fr-Sa 11:30-15:00,16:30-21:30', 'cuisine': 'sushi', 'addr:street': 'Saint Johns Street', 'addr:unit': '101'}"
79,49.2539596,-122.7388737,2019-09-10T18:06:48.000-07:00,restaurant,Swiss Chalet,"{'brand:wikidata': 'Q2372909', 'cuisine': 'chicken', 'name:en': 'Swiss Chalet', 'brand': 'Swiss Chalet', 'brand:wikipedia': 'en:Swiss Chalet'}"
80,49.2578328,-122.745482,2020-04-17T00:54:38.000-07:00,restaurant,Orrange Kitchen + Bar,"{'addr:housenumber': '1125', 'addr:street': 'Nicola Avenue', 'addr:unit': '111', 'addr:city': 'Port Coquitlam'}"
81,49.254477,-122.7379049,2020-04-05T23:19:55.000-07:00,restaurant,Pho 51,"{'addr:province': 'BC', 'addr:housenumber': '2160', 'phone': '+1-604-944-8880', 'cuisine': 'vietnamese', 'name:en': 'Pho 51', 'addr:street': 'Hawkins Street', 'addr:postcode': 'V3B 0G0', 'addr:city': 'Port Coquitlam'}"
82,49.2580763,-122.7458786,2016-11-21T22:26:12.000-08:00,restaurant,Pho Toan Thang,"{'cuisine': 'vietnamese', 'name:en': 'Pho Toan Thang'}"
83,49.1152983,-122.6790538,2019-09-02T17:44:42.000-07:00,restaurant,Sushi Mori,"{'website': 'https://www.langleysushimori.com/', 'air_conditioning': 'yes', 'cuisine': 'japanese', 'takeaway': 'yes', 'addr:unit': '160', 'addr:city': 'Langley', 'addr:housenumber': '19653', 'phone': '+1-604-510-1538', 'smoking': 'no', 'opening_hours': 'Su-We 11:30-22:30; Th-Sa 11:30-23:00', 'outdoor_seating': 'no', 'addr:street': 'Willowbrook Drive'}"
84,49.1437425,-122.7994953,2016-11-24T01:49:12.000-08:00,restaurant,Creekside Grill,"{'cuisine': 'american', 'addr:housenumber': '7778', 'addr:street': '152 Street'}"
85,49.3266192,-123.1380363,2018-02-02T14:16:23.000-08:00,restaurant,Trattoria,"{'addr:housenumber': '757', 'phone': '+1-604-424-8777', 'cuisine': 'italian', 'outdoor_seating': 'yes', 'addr:street': 'Main Street', 'addr:city': 'West Vancouver'}"
86,49.1409171,-122.6009339,2016-09-22T03:34:08.000-07:00,restaurant,The Cafe,{}
87,49.1758794,-122.8907911,2020-01-08T07:05:26.000-08:00,restaurant,Mirch Masala,"{'addr:housenumber': '9545', 'website': 'http://mirchmasaladelta.ca/', 'phone': '+1-604-588-7795', 'opening_hours': 'Mo-Th, Su 11:30-22:30; Fr, Sa 11:30-23:00', 'cuisine': 'indian', 'addr:street': 'Scott Road'}"
88,49.1764733,-122.8896127,2020-01-05T06:53:45.000-08:00,restaurant,Mehfil India Restaurant,"{'opening_hours': 'Su-Th 11:30-22:00; Fr-Sa 11:30-22:30', 'cuisine': 'indian', 'addr:housenumber': '9570', 'addr:street': 'Scott Road', 'phone': '+1-604-587-3200'}"
89,49.1497112,-122.8645797,2019-09-13T13:56:59.000-07:00,restaurant,Maharaja Sweets and Restaurant,"{'addr:housenumber': '8148', 'smoking': 'no', 'cuisine': 'indian', 'addr:street': '128 Street', 'addr:unit': '407', 'addr:city': 'Surrey'}"
90,49.1911509,-122.8066783,2020-01-06T05:48:30.000-08:00,restaurant,Sabai Thai Restaurant,"{'wheelchair': 'yes', 'addr:housenumber': '10391', 'website': 'https://www.sabaithaicuisine.ca/', 'phone': '+1-604-588-9819', 'smoking': 'no', 'opening_hours': 'Mo-Fr 11:30-14:00,17:00-21:00; Sa 17:00-21:00', 'cuisine': 'thai', 'addr:street': '150 Street', 'addr:postcode': 'V3R 7C1', 'addr:city': 'Surrey'}"
91,49.1863982,-122.8444496,2017-01-27T06:22:26.000-08:00,restaurant,Fresgo Inn,"{'addr:housenumber': '10102', 'website': 'http://www.fresgorestaurant.com/', 'phone': '+1-604-588-0878', 'opening_hours': 'Mo-Th 08:00-22:00; Fr-Sa 08:00-23:00; Su 09:00-22:00', 'cuisine': 'american', 'name:en': 'Fresgo Inn Restaurant', 'addr:street': 'King George Boulevard'}"
92,49.1876113,-122.8435939,2017-01-27T06:25:19.000-08:00,restaurant,Nahm Thai Bistro,"{'addr:housenumber': '13650', 'website': 'http://www.nahm.ca/', 'phone': '+1-604-930-8833', 'opening_hours': 'Mo-Sa 11:00-21:15', 'cuisine': 'thai', 'addr:street': '102 Avenue', 'addr:unit': '102'}"
93,49.1781171,-123.1356008,2018-11-07T16:53:31.000-08:00,restaurant,Sun Sui Wah Seafood Restaurant,"{'cuisine': 'chinese', 'addr:housenumber': '4940', 'addr:street': 'Number 3 Road', 'phone': '+1-604-273-8208', 'addr:unit': '102'}"
94,49.2254234,-123.0655278,2018-10-26T20:30:46.000-07:00,restaurant,Victoria Restaurant,"{'opening_hours': 'Tu-Su 08:00-18:00; Mo 08:00-14:00', 'addr:housenumber': '6482', 'name:en': 'Victoria Restaurant', 'addr:street': 'Victoria Drive', 'phone': '+1-604-325-2412'}"
95,49.1723013,-122.6674779,2017-11-09T20:59:54.000-08:00,restaurant,Fork N Chopstick,{'name:en': 'Fork N Chopstick'}
96,49.2880008,-123.1403568,2019-09-13T13:56:59.000-07:00,restaurant,Rio Brazilian Steakhouse,"{'addr:housenumber': '1122', 'addr:street': 'Denman Street', 'addr:city': 'Vancouver'}"
97,49.28903,-123.1313276,2016-09-26T20:03:55.000-07:00,restaurant,Cinch Grill Italian,{'name:en': 'Cinch Grill Italian'}
98,49.1238349,-123.1858147,2019-09-13T13:56:49.000-07:00,restaurant,The Crab King Restaurant,"{'addr:housenumber': '3540', 'addr:street': 'Bayview Street', 'addr:city': 'Richmond'}"
99,49.2257507,-123.0659387,2019-09-13T13:57:02.000-07:00,restaurant,Pho Thai Son Restaurant,"{'addr:housenumber': '6471', 'addr:street': 'Victoria Drive', 'addr:city': 'Vancouver'}"
100,49.2258678,-123.0661456,2019-09-13T13:57:02.000-07:00,restaurant,On May Chinese Restaurant,"{'addr:housenumber': '6443', 'addr:street': 'Victoria Drive', 'addr:city': 'Vancouver'}"
101,49.2318583,-123.0653897,2019-09-13T13:57:02.000-07:00,restaurant,Kim Phung Restaurant,"{'addr:housenumber': '5764', 'addr:street': 'Victoria Drive', 'addr:city': 'Vancouver'}"
102,49.2320722,-123.065753,2019-09-13T13:57:02.000-07:00,restaurant,MK Chop Chop BBQ House,"{'addr:housenumber': '5755', 'addr:street': 'Victoria Drive', 'addr:city': 'Vancouver'}"
103,49.2319986,-123.065745,2019-09-13T13:57:02.000-07:00,restaurant,Shun Fa Noodle House,"{'addr:housenumber': '5763', 'addr:street': 'Victoria Drive', 'addr:city': 'Vancouver'}"
104,49.2335229,-123.0653161,2019-09-13T13:57:02.000-07:00,restaurant,Happy Sushi,"{'addr:housenumber': '5632', 'addr:street': 'Victoria Drive', 'addr:city': 'Vancouver'}"
105,49.2345972,-123.0656766,2019-09-13T13:57:02.000-07:00,restaurant,Pho Hue,"{'addr:housenumber': '5497', 'addr:street': 'Victoria Drive', 'addr:city': 'Vancouver'}"
106,49.2353536,-123.065652,2019-09-13T13:57:02.000-07:00,restaurant,Banh Mi Saigon,"{'addr:housenumber': '5397', 'addr:street': 'Victoria Drive', 'addr:city': 'Vancouver'}"
107,49.2376464,-123.0655809,2019-11-09T05:01:37.000-08:00,restaurant,La Maison Da Nang,"{'addr:province': 'BC', 'addr:housenumber': '5195', 'addr:street': 'Victoria Drive', 'addr:postcode': 'V5P 3V1', 'addr:city': 'Vancouver'}"
108,49.2385647,-123.0655669,2019-09-13T13:57:02.000-07:00,restaurant,Bun Cha Ca Hoang Yen,"{'addr:housenumber': '5083', 'addr:street': 'Victoria Drive', 'addr:city': 'Vancouver'}"
109,49.2385372,-123.0651956,2019-12-22T23:22:50.000-08:00,restaurant,Chau Veggie Express,"{'diet:vegetarian': 'yes', 'addr:housenumber': '5052', 'addr:street': 'Victoria Drive', 'diet:vegan': 'only', 'addr:city': 'Vancouver'}"
110,49.2386583,-123.0655595,2019-11-09T05:01:37.000-08:00,restaurant,Kozak Ukraїnian Eatery,"{'addr:province': 'BC', 'addr:housenumber': '5073', 'addr:street': 'Victoria Drive', 'addr:city': 'Vancouver'}"
111,49.2429948,-123.0601948,2019-09-13T13:57:02.000-07:00,restaurant,17°C Dessert Café,"{'addr:housenumber': '2229', 'addr:street': 'Kingsway', 'addr:city': 'Vancouver'}"
112,49.2430699,-123.0603612,2019-09-13T13:57:02.000-07:00,restaurant,Kings Cafe,"{'addr:housenumber': '2223', 'addr:street': 'Kingsway', 'addr:city': 'Vancouver'}"
113,49.2426381,-123.0592231,2019-09-13T13:57:02.000-07:00,restaurant,Pho Hoa Noodle Soup,"{'cuisine': 'vietnamese', 'addr:housenumber': '2257', 'addr:street': 'Kingsway', 'addr:city': 'Vancouver'}"
